Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Chile,CHL,1.00311984178062,0.983982671284965,..,..,..,0.958467364431253,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,China,CHN,3.68486605091802,4.09048250349438,..,..,..,4.87880231853816,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Colombia,COL,2.04827708800024,2.17983943787945,..,..,..,2.34105613545381,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Comoros,COM,3.56127286963999,3.570629162985,..,..,..,3.21938427188237,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,"Congo, Dem. Rep.",COD,0.0323773933216351,0.0199152607971673,..,..,..,0.012774030558603,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,"Congo, Rep.",COG,0.566248837544207,1.04115162529172,..,..,..,0.944060135733029,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Costa Rica,CRI,2.09690046437692,2.01240638570678,..,..,..,2.00237495832442,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Cote d'Ivoire,CIV,3.39865824890405,3.32230675562722,..,..,..,3.26601676991082,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Croatia,HRV,4.13695541604883,4.17177178201885,..,..,..,4.31367326892496,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Cuba,CUB,2.48437227099767,2.43329641957365,..,..,..,2.50495003993379,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Curacao,CUW,2.24624456850387,1.99583849608097,..,..,..,1.68014514768167,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Cyprus,CYP,4.28556753363337,4.19935513120277,..,..,..,4.0447415899797,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Czechia,CZE,0,0,..,..,..,0,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Denmark,DNK,12.7043198733252,12.6130537011972,..,..,..,12.5703443745095,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Djibouti,DJI,9.60658680685964,9.88277054949452,..,..,..,11.0745910622314,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Dominica,DMA,12.0527822701687,12.2454853140177,..,..,..,12.8568467497055,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Dominican Republic,DOM,1.51430669043329,1.66556991044009,..,..,..,1.84398033192546,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Ecuador,ECU,7.41001847978011,7.34969220191433,..,..,..,7.21542013422516,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,"Egypt, Arab Rep.",EGY,15.600975738531,16.1327520479468,..,..,..,16.3449056045818,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,El Salvador,SLV,0.87842052952356,0.898204855497675,..,..,..,0.867601174074275,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Equatorial Guinea,GNQ,5.70214092476617,5.46271087870203,..,..,..,5.66273195374869,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Eritrea,ERI,16.3455633225531,16.1011681252754,..,..,..,15.4855376134058,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Estonia,EST,1.74901077917125,2.52199925489413,..,..,..,2.61109485088202,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Eswatini,SWZ,0,0,..,..,..,0,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Ethiopia,ETH,0,0,..,..,..,0,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Faroe Islands,FRO,2.78552503999881,2.7681838549673,..,..,..,2.67390517589443,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Fiji,FJI,18.1062970061758,17.9816564587729,..,..,..,18.2646769725551,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Finland,FIN,4.49583011753671,4.58352758061439,..,..,..,4.55613658391432,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,France,FRA,2.13522605910463,2.09923093271042,..,..,..,2.08138306935594,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,French Polynesia,PYF,14.2998297537747,14.170614736274,..,..,..,14.552412149152,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Gabon,GAB,10.8957240347949,10.5622148242725,..,..,..,9.52729723911365,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,"Gambia, The",GMB,7.60595975789868,5.8347611022273,..,..,..,4.31012111116809,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Georgia,GEO,3.00938603415994,3.25901526703938,..,..,..,3.85225301774936,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Germany,DEU,1.93694200542933,1.96366041355455,..,..,..,1.99002924234282,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Ghana,GHA,2.46076140524035,2.36247668158556,..,..,..,2.1287841350265,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Gibraltar,GIB,55.9497089771764,56.4581037900881,..,..,..,56.4066671990183,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Greece,GRC,5.08824100929482,5.10886818734192,..,..,..,5.10819938614292,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Greenland,GRL,58.9210901263992,58.3101064480803,..,..,..,59.8627167311208,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Grenada,GRD,7.16222447773763,5.73446806075132,..,..,..,5.85477777203569,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Guam,GUM,3.29005252803733,2.90868653603478,..,..,..,2.38697297670755,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Guatemala,GTM,0.245999926492002,0.229077578140382,..,..,..,0.206295001583779,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Guinea,GIN,2.05368586271624,2.02835212317384,..,..,..,2.34686602584341,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Guinea-Bissau,GNB,3.36818219785526,3.74642440150521,..,..,..,4.53961279050344,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Guyana,GUY,79.8380918386046,79.5061397503621,..,..,..,78.4831581251732,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Haiti,HTI,4.64220747214274,4.10856940847242,..,..,..,4.07394014873398,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Honduras,HND,1.6797907073461,1.71389091615729,..,..,..,1.82227588839704,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,"Hong Kong SAR, China",HKG,6.89605313159033,7.15115555781751,..,..,..,7.28685820893967,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Hungary,HUN,0,0,..,..,..,0,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Iceland,ISL,12.7930657373,12.2204200166911,..,..,..,11.3135349757772,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,India,IND,1.96204321634697,1.92873867875895,..,..,..,1.88001213009684,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Indonesia,IDN,8.29376669036828,8.51849639650314,..,..,..,8.8176611991208,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,"Iran, Islamic Rep.",IRN,0.648041632091622,0.835248384348086,..,..,..,0.928610379790746,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Iraq,IRQ,3.6330184196936,4.06224724509827,..,..,..,4.59009995154453,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Ireland,IRL,2.83432232667801,2.79915842776443,..,..,..,2.79860140235064,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Isle of Man,IMN,6.16164333383312,6.06661832216233,..,..,..,5.99191284735536,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Israel,ISR,2.33493890790696,2.00264220580493,..,..,..,1.70248770424203,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Italy,ITA,3.76135092143435,3.78173668197581,..,..,..,3.81654106895182,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Jamaica,JAM,10.5474948812689,9.78723905754824,..,..,..,9.15485047135585,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Japan,JPN,12.6857666391169,12.5816872607223,..,..,..,12.4425842555292,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Jordan,JOR,0.0459426730464221,0.0480810155973569,..,..,..,0.053651096121461,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Kazakhstan,KAZ,0,0,..,..,..,0,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Kenya,KEN,0.517247903567638,0.439729030502853,..,..,..,0.409713227470306,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Kiribati,KIR,32.4167316005071,32.8582041750644,..,..,..,33.5281166700452,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,"Korea, Dem. People's Rep.",PRK,4.69672550227314,4.82245228470057,..,..,..,4.89204847762075,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,"Korea, Rep.",KOR,2.21755449610843,2.26447934208977,..,..,..,2.13367182802107,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Kuwait,KWT,5.32166967063763,4.93225852800644,..,..,..,4.75710089918604,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Kyrgyz Republic,KGZ,0,0,..,..,..,0,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Lao PDR,LAO,0,0,..,..,..,0,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Latvia,LVA,9.81640161618687,9.90236145317554,..,..,..,10.2259175988653,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Lebanon,LBN,3.02295697257955,3.03641925550962,..,..,..,2.95352811814316,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Lesotho,LSO,0,0,..,..,..,0,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Liberia,LBR,10.5203062307329,10.9164369119607,..,..,..,11.7318691364715,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Libya,LBY,7.56158088200254,7.07801558883705,..,..,..,6.83376098719048,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Liechtenstein,LIE,0,0,..,..,..,0,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Lithuania,LTU,1.67385746170614,1.5914306432421,..,..,..,1.54171360273301,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Luxembourg,LUX,0,0,..,..,..,0,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,"Macao SAR, China",MAC,14.2113501321268,15.3576295683902,..,..,..,17.2292800165371,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Madagascar,MDG,3.75428219198717,4.20657567953668,..,..,..,4.29460833953867,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Malawi,MWI,0,0,..,..,..,0,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Malaysia,MYS,10.9072825836226,10.6993977212336,..,..,..,10.125909006039,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Maldives,MDV,55.7885771466346,52.8949585709091,..,..,..,49.170829688905,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Mali,MLI,0,0,..,..,..,0,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Malta,MLT,2.32860163592874,2.15249987195324,..,..,..,2.3770445499738,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Marshall Islands,MHL,66.9951338268227,68.1029407321608,..,..,..,67.9731196801868,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Mauritania,MRT,18.8745392285669,19.2377012484577,..,..,..,21.0047730040337,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Mauritius,MUS,1.670540327053,1.67726785287512,..,..,..,1.70500875904665,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Mexico,MEX,1.03118788916139,1.04935913378185,..,..,..,1.05110878855813,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,"Micronesia, Fed. Sts.",FSM,28.3124798467802,25.55096984345,..,..,..,23.2202307154668,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Moldova,MDA,0,0,..,..,..,0,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Monaco,MCO,7.97117703879667,7.94792477470709,..,..,..,7.899185738956,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Mongolia,MNG,0,0,..,..,..,0,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Montenegro,MNE,4.13700895256972,4.29273830033248,..,..,..,4.40624625277759,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Morocco,MAR,1.46295945935204,1.41893591511251,..,..,..,1.44726242907171,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Mozambique,MOZ,3.91631694396269,3.32928857087804,..,..,..,2.79978954807574,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Myanmar,MMR,3.50033168610978,5.45597781343285,..,..,..,6.81173845504917,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Namibia,NAM,0.123807743628288,0.139838683492416,..,..,..,0.187784026474826,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Nauru,NRU,18.1949237547393,17.6828667432051,..,..,..,16.5568128235512,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Nepal,NPL,0,0,..,..,..,0,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Netherlands,NLD,51.2885856943455,52.3888474631615,..,..,..,53.6880948779583,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,New Caledonia,NCL,12.5800882070147,12.1457519660375,..,..,..,10.8664539818011,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,New Zealand,NZL,3.55051569838251,3.4264434599607,..,..,..,3.28780797652116,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Nicaragua,NIC,1.18259710692129,1.407684273364,..,..,..,1.7969652670308,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Niger,NER,0,0,..,..,..,0,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Nigeria,NGA,3.41576133661807,3.46436331009466,..,..,..,3.52576087697703,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,North Macedonia,MKD,0,0,..,..,..,0,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Northern Mariana Islands,MNP,6.27555775839263,6.29486649922122,..,..,..,6.28043795872844,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Norway,NOR,8.04903919058191,7.83648075231525,..,..,..,7.15075669196258,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Oman,OMN,6.45061934543782,6.35677688797728,..,..,..,6.84452843415434,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Pakistan,PAK,0.384627156862499,0.42648668686581,..,..,..,0.448811415274458,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Palau,PLW,10.7883757048714,11.5541957929654,..,..,..,12.2852393676251,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Panama,PAN,4.37967066795968,5.30190363021346,..,..,..,6.00466167962403,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Papua New Guinea,PNG,10.5230717117822,9.45040329723981,..,..,..,7.56072060559768,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Paraguay,PRY,0,0,..,..,..,0,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Peru,PER,0.656572454774282,0.690499796925857,..,..,..,0.661118653974335,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Philippines,PHL,11.9368650484517,11.0443673576104,..,..,..,10.5243953512241,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Poland,POL,1.6679590646665,1.62568491750361,..,..,..,1.58578229608631,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Portugal,PRT,1.17624154891596,1.22046815416164,..,..,..,1.28990060760989,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Puerto Rico,PRI,8.57567830655863,8.37247515189689,..,..,..,8.05715862970199,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Qatar,QAT,7.12880686883557,7.01170562818226,..,..,..,6.74901542925335,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Romania,ROU,0.371869625085871,0.360164305073562,..,..,..,0.328334085786212,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Russian Federation,RUS,0.987493404095035,0.976117004787255,..,..,..,0.963520751664424,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Rwanda,RWA,0,0,..,..,..,0,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Samoa,WSM,9.76097424517728,9.91466345858306,..,..,..,8.80347809135576,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,San Marino,SMR,0,0,..,..,..,0,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Sao Tome and Principe,STP,1.92700583487961,1.96843904394443,..,..,..,2.0292893287363,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Saudi Arabia,SAU,3.12771918127109,3.14638041302903,..,..,..,3.20801656221606,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Senegal,SEN,7.1160036227855,7.19090473479795,..,..,..,7.02540265689155,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Serbia,SRB,0,0,..,..,..,0,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Seychelles,SYC,29.4160915844149,29.2150413141236,..,..,..,28.4831756677336,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Sierra Leone,SLE,3.86331312494406,3.62629951758386,..,..,..,3.53641993046461,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Singapore,SGP,0.58209381803923,0.65719794446182,..,..,..,0.663277632041967,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Sint Maarten (Dutch part),SXM,8.63182676132517,8.7227476390608,..,..,..,8.05550980054621,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Slovak Republic,SVK,0,0,..,..,..,0,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Slovenia,SVN,1.09357459765957,1.20236575698266,..,..,..,1.38309038211643,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Solomon Islands,SLB,17.1172795198996,17.5329662150153,..,..,..,17.8637860466646,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Somalia,SOM,3.73651958234648,3.63203834815618,..,..,..,3.51773871040259,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,South Africa,ZAF,0.182984485526485,0.188558077652597,..,..,..,0.199446537696018,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,South Sudan,SSD,0,0,..,..,..,0,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Spain,ESP,3.82382580545057,3.88895521579431,..,..,..,3.9984263212818,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Sri Lanka,LKA,4.00643334419397,3.91877124437098,..,..,..,3.83269502133841,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,St. Kitts and Nevis,KNA,7.37234058264822,7.58845147092076,..,..,..,7.44796014369895,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,St. Lucia,LCA,3.19727257860051,3.09140851105605,..,..,..,3.17776267992752,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,St. Martin (French part),MAF,34.5358528477774,28.3466552768722,..,..,..,28.6791382228284,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,St. Vincent and the Grenadines,VCT,4.83264753482738,4.85732433452375,..,..,..,5.10753350952373,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Sudan,SDN,0.37072654751027,0.429776709988985,..,..,..,0.508642210659131,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Suriname,SUR,71.1608755843361,71.8342044241931,..,..,..,71.2830600989544,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Sweden,SWE,5.0934007082568,5.11664136863839,..,..,..,5.12805059212315,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Switzerland,CHE,0,0,..,..,..,0,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Syrian Arab Republic,SYR,0.509940564575616,0.455388875713208,..,..,..,0.395647772609015,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Tajikistan,TJK,0,0,..,..,..,0,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Tanzania,TZA,0.438043105709129,0.395552689231022,..,..,..,0.367999549136882,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Thailand,THA,9.13923119795339,11.8278253370471,..,..,..,17.4710387027151,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Timor-Leste,TLS,3.16183710733995,3.05714043254303,..,..,..,2.96618589653714,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Togo,TGO,1.62992032082084,1.44255062755692,..,..,..,1.13307317742222,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Tonga,TON,18.7316607777958,18.288016905963,..,..,..,17.4969274192684,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Trinidad and Tobago,TTO,4.08783296479827,4.04086632016082,..,..,..,4.01763777597218,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Tunisia,TUN,7.54048928607123,8.05778492945834,..,..,..,8.94186702264795,..,..,..,..,..,..
